web-scraper-order,web-scraper-start-url,Title and Link,Title and Link-href,Price,Strike price,Rating,Badge,Page no,Discount,Ratings count,ASIN,Brand,Model or series,Sold by,Country of Origin,Manufacturer,Store name and link,Store name and link-href,Availability,ASIN2,Item weight
"1694095251-63","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Full Motion TV Monitor Wall Mount Bracket Articulating Arms Swivels Tilts Extension Rotation for Most 13-42 Inch LED LCD Flat Curved Screen TVs & Monitors, Max VESA 200x200mm up to 44lbs by Pipishell","https://www.amazon.com/Articulating-Extension-Rotation-200x200mm-Pipishell/dp/B07SHFPD8S/ref=sr_1_34?qid=1694094810&s=electronics&sr=1-34","$18.99","$25.99","4.6 out of 5 stars","Best Seller","2","-27%","109,523 ratings","B07SHFPD8S","Pipishell","‎PISF1","Pipishell","‎China","","Visit the Pipishell Store","https://www.amazon.com/stores/Pipishell/page/133B2766-6BCF-4D17-9BDD-0557DF072DBE?ref_=ast_bln","In Stock","","‎3.04 pounds"
"1694095257-64","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Ailun 3 Pack Screen Protector for iPhone 14 Pro Max[6.7 inch] + 3 Pack Camera Lens Protector,Sensor Protection,Dynamic Island Compatible,Case Friendly Tempered Glass Film,[9H Hardness] - HD","https://www.amazon.com/Ailun-Protector-Protection-Compatible-Friendly/dp/B0B76KJXWV/ref=sr_1_33?qid=1694094810&s=electronics&sr=1-33","$8.98","$12.99","4.5 out of 5 stars","Best Seller","2","-31%","48,833 ratings","B0B76KJXWV","Ailun","iphone14promax 3Gsp+3Lens","AilunUS","China","Ailun","Visit the Ailun Store","https://www.amazon.com/stores/Ailun/page/52AA3AC5-42CD-4237-BE3F-75EE5051346D?ref_=ast_bln","In Stock","B0B76KJXWV","2.12 ounces"
"1694095264-65","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","iPhone Charger [Apple MFi Certified] 2 Pack 20W PD USB C Wall Fast Charger Adapter with 2 Pack 6FT Type C to Lightning Cable Compatible for iPhone 14 13 12 11 Pro Max XR XS X,iPad","https://www.amazon.com/Charger-Certified-Adapter-Lightning-Compatible/dp/B0BW5X89MM/ref=sr_1_32?qid=1694094810&s=electronics&sr=1-32","$9.99","$12.99","4.5 out of 5 stars","","2","-23%","5,485 ratings","B0BW5X89MM","Brand: QUZUDN","G06-PD1328A","MHXLSLC","","QUZUDN","","","In Stock","B0BW5X89MM","5.3 ounces"
"1694095271-66","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","HP 63XL Black High-yield Ink Cartridge | Works with HP DeskJet 1112, 2130, 3630 Series; HP ENVY 4510, 4520 Series; HP OfficeJet 3830, 4650, 5200 Series | Eligible for Instant Ink | F6U64AN","https://www.amazon.com/HP-Cartridge-F6U64AN-Deskjet-Officejet/dp/B00WJDWGA8/ref=sr_1_31?qid=1694094810&s=electronics&sr=1-31","$45.89","","4.7 out of 5 stars","","2","","49,368 ratings","B00WJDWGA8","HP","F6U64AN","Total Office Solutions","","‎HP","Visit the HP Store","https://www.amazon.com/stores/HP/page/5BA42671-3E42-4AEB-B9E4-272F10DD0121?ref_=ast_bln","In Stock","B00WJDWGA8","‎0.176 ounces"
"1694095277-67","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","SanDisk 128GB Extreme PRO SDXC UHS-I Memory Card - C10, U3, V30, 4K UHD, SD Card - SDSDXXD-128G-GN4IN","https://www.amazon.com/SanDisk-128GB-Extreme-UHS-I-Memory/dp/B09X7FXHVJ/ref=sr_1_30?qid=1694094810&s=electronics&sr=1-30","$17.99","$33.49","4.8 out of 5 stars","Best Seller","2","-46%","23,002 ratings","‎B09X7FXHVJ","SanDisk","SanDisk Extreme PRO SD UHS-I Card","Amazon.com","‎Malaysia","‎Western Digital Technologies, Inc.","Visit the SanDisk Store","https://www.amazon.com/stores/SanDisk/page/CD971F4B-EE23-4EA1-96E3-567678AC9C0A?ref_=ast_bln","In Stock","B09X7FXHVJ","‎0.071 ounces"
"1694095285-68","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Texas Instruments TI-30XS MultiView Scientific Calculator","https://www.amazon.com/Texas-Instruments-MultiView-Scientific-Calculator/dp/B000PDFQ6K/ref=sr_1_29?qid=1694094810&s=electronics&sr=1-29","$19.19","","4.8 out of 5 stars","","2","","31,118 ratings","B000PDFQ6K","Brand: Texas Instruments","30XSMV/TBL/1L1/G","Amazon.com","Philippines","Texas Instruments","","","In Stock","B000PDFQ6K","0.96 ounces"
"1694095301-69","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Fastest WiFi Extender/ Booster | 2023 release Up to 74% Faster | Broader Coverage Than Ever WiFi Signal Booster for Home | Internet/ WiFi Repeater, w/Ethernet Port, Made for USA","https://www.amazon.com/Extender-Coverage-Extenders-internet-Amplifier/dp/B0BDSM76W4/ref=sr_1_28?qid=1694094810&s=electronics&sr=1-28","$36.99","","4.4 out of 5 stars","Best Seller","2","","19,435 ratings","B0BDSM76W4","Cryo360 by Macard","N300","VRNSHOP","","CRYO360 mkrd","Visit the Cryo360 by Macard Store","https://www.amazon.com/stores/cryo360byMacard/page/A4538F75-E572-48C6-A2AF-42912C11B357?ref_=ast_bln","In Stock","","0.035 ounces"
"1694095307-70","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Logitech C920x HD Pro Webcam, Full HD 1080p/30fps Video Calling, Clear Stereo Audio, HD Light Correction, Works with Skype, Zoom, FaceTime, Hangouts, PC/Mac/Laptop/Macbook/Tablet - Black","https://www.amazon.com/Logitech-C920x-Pro-HD-Webcam/dp/B085TFF7M1/ref=sr_1_27?qid=1694094810&s=electronics&sr=1-27","From $88.95","","4.6 out of 5 stars","Best Seller","2","","17,115 ratings","B085TFF7M1","","960-001335","","","Logitech","Visit the Logitech Store","https://www.amazon.com/stores/Logitech/page/01EFDE77-7D1A-41D7-9EEA-7C2FA22AB12F?ref_=ast_bln","","B085TFF7M1","5.7 ounces"
"1694095313-71","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Duracell Coppertop AA Batteries with Power Boost Ingredients, 24 Count Pack Double A Battery with Long-lasting Power, Alkaline AA Battery for Household and Office Devices","https://www.amazon.com/Duracell-Coppertop-AA-Ingredients-Long-lasting/dp/B0035LCFNQ/ref=sr_1_26?qid=1694094810&s=electronics&sr=1-26","$17.76","$21.98","4.8 out of 5 stars","","2","-19%","68,978 ratings","B0035LCFNQ","DURACELL","CT AA x24 - PB","Amazon.com","USA","Duracell Distributing, Inc","Visit the DURACELL Store","https://www.amazon.com/stores/Duracell/page/38DFE378-654B-430E-8C52-79BF261ED7DD?ref_=ast_bln","In Stock","B0035LCFNQ","13 ounces"
"1694095319-72","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Logitech MK270 Wireless Keyboard And Mouse Combo For Windows, 2.4 GHz Wireless, Compact Mouse, 8 Multimedia And Shortcut Keys, For PC, Laptop - Black","https://www.amazon.com/Logitech-MK270-Wireless-Keyboard-Mouse/dp/B079JLY5M5/ref=sr_1_25?qid=1694094810&s=electronics&sr=1-25","","","4.5 out of 5 stars","Best Seller","2","","86,571 ratings","‎B079JLY5M5","Logitech","‎MK270","","","‎Logitech","Visit the Logitech Store","https://www.amazon.com/stores/Logitech/page/01EFDE77-7D1A-41D7-9EEA-7C2FA22AB12F?ref_=ast_bln","","B079JLY5M5","‎1.05 pounds"
"1694095326-73","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Apple MagSafe Charger - Wireless Charger with Fast Charging Capability, Type C Wall Charger, Compatible with iPhone and AirPods","https://www.amazon.com/Apple-MHXH3AM-A-MagSafe-Charger/dp/B08L5NP6NG/ref=sr_1_24?qid=1694094791&s=electronics&sr=1-24","$33.00","$39.00","4.5 out of 5 stars","Best Seller","1","-15%","63,252 ratings","","Apple","","Amazon.com","","","Visit the Apple Store","https://www.amazon.com/stores/Apple/page/77D9E1F7-0337-4282-9DB6-B6B8FB2DC98D?ref_=ast_bln","In Stock","B08L5NP6NG",""
"1694095340-74","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","VIZIO 40-inch D-Series Full HD 1080p Smart TV with AMD FreeSync, Apple AirPlay and Chromecast Built-in, Alexa Compatibility, D40f-J09, 2022 Model","https://www.amazon.com/VIZIO-Chromecast-Mirroring-Streaming-Channels/dp/B092Q1TRJC/ref=sr_1_23?qid=1694094791&s=electronics&sr=1-23","$169.99","$229.99","4.3 out of 5 stars","Best Seller","1","-26%","5,451 ratings","B092Q1TRJC","VIZIO","D40F-J09","Amazon.com","‎China","","Visit the VIZIO Store","https://www.amazon.com/stores/VIZIO/page/A14B096D-909E-4667-B4CD-D553E594B198?ref_=ast_bln","In Stock","B092Q1TRJC","‎12.35 pounds"
"1694095348-75","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","SAMSUNG Galaxy Buds Live True Wireless Earbuds US Version Active Noise Cancelling Wireless Charging Case Included, Mystic Black","https://www.amazon.com/Samsung-Wireless-Cancelling-Charging-Included/dp/B089B658NP/ref=sr_1_22?qid=1694094791&s=electronics&sr=1-22","$87.99","","4.4 out of 5 stars","","1","","30,429 ratings","B089B658NP","SAMSUNG","Galaxy Buds LIve","Sole Providers","","Samsung","Visit the SAMSUNG Store","https://www.amazon.com/stores/Samsung%C2%AE/page/F50AFABA-4CDE-4A95-84D0-CA4C61819FEB?ref_=ast_bln","In Stock","B089B658NP","1.49 ounces"
"1694095354-76","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Energizer AA Batteries and AAA Batteries, 24 Max Double A Batteries and 24 Max Triple A Batteries Combo Pack, 48 Count","https://www.amazon.com/Energizer-Batteries-Combo-Pack-Count/dp/B087GMJXMC/ref=sr_1_21?qid=1694094791&s=electronics&sr=1-21","$26.98","$38.98","4.8 out of 5 stars","","1","-31%","57,319 ratings","B087GMJXMC","Energizer","E91E92-48","Amazon.com","USA","AmazonUs/ENM0H","Visit the Energizer Store","https://www.amazon.com/stores/Energizer/page/6E914E3E-68DD-451F-A0C8-F8295C73A8D6?ref_=ast_bln","In Stock","B087GMJXMC","1.25 pounds"
"1694095360-77","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Scotch Thermal Laminating Pouches, 200 Count, Clear, 3 mil., Laminate Business Cards, Banners and Essays, Ideal Office or School Supplies, Fits Letter Sized (8.9 in. × 11.4 in.) Paper","https://www.amazon.com/Scotch-Laminating-11-4-Inches-200-Pack-TP3854-200/dp/B00CBAWIIY/ref=sr_1_20?qid=1694094791&s=electronics&sr=1-20","$26.59","$43.29","4.8 out of 5 stars","","1","-39%","34,839 ratings","B00CBAWIIY","","‎TP3854-200","Amazon.com","","‎3M","Visit the Scotch Store","https://www.amazon.com/stores/ScotchBrand/page/2A12D50E-E507-4664-8AB7-CD00DF0D798A?ref_=ast_bln","In Stock","B00CBAWIIY","‎1 pounds"
"1694095366-78","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Nintendo Switch™ with Neon Blue and Neon Red Joy‑Con™","https://www.amazon.com/Nintendo-SwitchTM-Neon-Blue-Joy%E2%80%91ConTM-Switch/dp/B0BFJWCYTL/ref=sr_1_19?qid=1694094791&s=electronics&sr=1-19","$296.75","$296.75","4.8 out of 5 stars","Best Seller","1","-11%","4,171 ratings","B0BFJWCYTL","","Nacional","NY World of Electronics","","Nintendo","Visit the Nintendo Store","https://www.amazon.com/stores/Nintendo/page/BE0EB5D0-0AD6-4564-8BC5-4A129A3A9CFD?ref_=ast_bln","","","3.18 pounds"
"1694095372-79","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Scotch Thermal Laminating Pouches, 100 Pack Laminating Sheets, 3 Mil, 8.9 x 11.4 Inches, Education Supplies & Craft Supplies, For Use With Thermal Laminators, Letter Size Sheets (TP3854-100)","https://www.amazon.com/Scotch-Thermal-Laminating-100-Pack-TP3854-100/dp/B007VBXB48/ref=sr_1_18?qid=1694094791&s=electronics&sr=1-18","$15.98","$30.79","4.9 out of 5 stars","","1","-48%","69,391 ratings","B007VBXB48","Scotch","‎TP3854-100","Amazon.com","","‎3M","Visit the Scotch Store","https://www.amazon.com/stores/ScotchBrand/page/2A12D50E-E507-4664-8AB7-CD00DF0D798A?ref_=ast_bln","In Stock","B007VBXB48","‎3.06 pounds"
"1694095379-80","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Energizer Alkaline Power AAA Batteries (32 Pack), Long-Lasting Triple A Batteries","https://www.amazon.com/Energizer-Batteries-Triple-Long-Lasting-Alkaline/dp/B09RTVN5GN/ref=sr_1_17?qid=1694094791&s=electronics&sr=1-17","$15.98","$22.98","4.8 out of 5 stars","","1","-30%","13,303 ratings","B09RTVN5GN","Energizer","","Amazon.com","Indonesia","Energizer","Visit the Energizer Store","https://www.amazon.com/stores/Energizer/page/6E914E3E-68DD-451F-A0C8-F8295C73A8D6?ref_=ast_bln","In Stock","",""
"1694095386-81","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Duracell Coppertop AAA Batteries with Power Boost Ingredients, 24 Count Pack Triple A Battery with Long-Lasting Power, Alkaline AAA Battery for Household and Office Devices","https://www.amazon.com/Duracell-CopperTop-Batteries-All-Purpose-Household/dp/B004K95PBQ/ref=sr_1_16?qid=1694094791&s=electronics&sr=1-16","$16.89","$21.89","4.8 out of 5 stars","","1","-23%","48,549 ratings","B004K95PBQ","DURACELL","","Amazon.com","USA","Duracell Distributing, Inc","Visit the DURACELL Store","https://www.amazon.com/stores/Duracell/page/38DFE378-654B-430E-8C52-79BF261ED7DD?ref_=ast_bln","In Stock","",""
"1694095392-82","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Duracell Coppertop AAA Batteries with Power Boost Ingredients, 20 Count Pack Triple A Battery with Long-lasting Power, Alkaline AAA Battery for Household and Office Devices","https://www.amazon.com/Coppertop-Batteries-Ingredients-Long-lasting-Household/dp/B002UXRXE6/ref=sr_1_15?qid=1694094791&s=electronics&sr=1-15","$14.89","","4.8 out of 5 stars","","1","","62,553 ratings","B002UXRXE6","DURACELL","","Amazon.com","USA","Duracell Distributing, Inc","Visit the DURACELL Store","https://www.amazon.com/stores/Duracell/page/38DFE378-654B-430E-8C52-79BF261ED7DD?ref_=ast_bln","In Stock","B002UXRXE6",""
"1694095398-83","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Surge Protector Power Strip - Extension Cord with 8 Widely Outlets 4 USB Ports, 3 Side Multi Plug Outlet Extender, Flat Plug, 5Ft, Wall Mount, Desk USB Charging Station for Home Office Dorm Room ETL","https://www.amazon.com/Surge-Protector-Power-Strip-Extension/dp/B092J8LPWR/ref=sr_1_14?qid=1694094791&s=electronics&sr=1-14","$16.99","$26.99","4.8 out of 5 stars","","1","-37%","27,501 ratings","B092J8LPWR","HANYCONY","HN8U5W","HANYCONY","China","HANYCONY","Visit the HANYCONY Store","https://www.amazon.com/stores/HANYCONY/page/CBD9D410-A02A-4B4F-AC70-DEF01885985C?ref_=ast_bln","In Stock","B092J8LPWR","15.2 ounces"
"1694095404-84","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Amazon Basics 8-Pack 9 Volt Alkaline Performance All-Purpose Batteries, 5-Year Shelf Life, Packaging May Vary","https://www.amazon.com/Amazon-Basics-Performance-All-Purpose-Batteries/dp/B00MH4QM1S/ref=sr_1_13?qid=1694094791&s=electronics&sr=1-13","$12.99","","4.7 out of 5 stars","Best Seller","1","","155,671 ratings","B00MH4QM1S","Amazon Basics","6LR61","Amazon.com","China","Amazon","Visit the Amazon Basics Store","https://www.amazon.com/stores/AmazonBasics/page/947C6949-CF8E-4BD3-914A-B411DD3E4433?ref_=ast_bln","In Stock","B00MH4QM1S","1.73 ounces"
"1694095410-85","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Amazon Basics Clear Thermal Laminating Plastic Paper Laminator Sheets - 9 x 11.5-Inch, 200-Pack, 3mil","https://www.amazon.com/AmazonBasics-Thermal-Laminating-Plastic-Laminator/dp/B079KL4C91/ref=sr_1_12?qid=1694094791&s=electronics&sr=1-12","$17.86","$22.77","4.8 out of 5 stars","Best Seller","1","-22%","75,132 ratings","B079KL4C91","Amazon Basics","‎89201P","Amazon.com","","‎Amazon","Visit the Amazon Basics Store","https://www.amazon.com/stores/AmazonBasics/page/947C6949-CF8E-4BD3-914A-B411DD3E4433?ref_=ast_bln","In Stock","B079KL4C91","‎4.84 pounds"
"1694095416-86","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Roku Express 4K+ | Roku Streaming Device 4K/HDR, Roku Voice Remote, Free & Live TV","https://www.amazon.com/Roku-Express-Streaming-Wireless-Controls/dp/B0916TKFF2/ref=sr_1_11?qid=1694094791&s=electronics&sr=1-11","$39.85","","4.7 out of 5 stars","","1","","61,036 ratings","B0916TKFF2","Brand: Roku","Roku Express 4K+","Amazon.com","China","Roku","Visit the Store","https://www.amazon.com/stores/page/2F63115C-2E7B-4FC8-8FEF-07AF3AEEE8DE?store_ref=storeRecs_dp_aplus","In Stock","B0916TKFF2","1.6 ounces"
"1694095423-87","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Samsung 970 EVO Plus SSD 2TB NVMe M.2 Internal Solid State Hard Drive, V-NAND Technology, Storage and Memory Expansion for Gaming, Graphics w/ Heat Control, Max Speed, MZ-V7S2T0B/AM","https://www.amazon.com/Samsung-970-EVO-Plus-MZ-V7S2T0B/dp/B07MFZXR1B/ref=sr_1_10?qid=1694094791&s=electronics&sr=1-10","$89.99","","4.8 out of 5 stars","Best Seller","1","","52,225 ratings","‎B07MFZXR1B","SAMSUNG","","Amazon.com","‎China","‎Samsung","Visit the SAMSUNG Store","https://www.amazon.com/stores/Samsung%C2%AE/page/F50AFABA-4CDE-4A95-84D0-CA4C61819FEB?ref_=ast_bln","In Stock","B07MFZXR1B","‎1.9 ounces"
"1694095429-88","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Roku Express (New) | HD Roku Streaming Device with Simple Remote (no TV controls), Free & Live TV","https://www.amazon.com/Roku-Express-Streaming-High-Speed-controls/dp/B0BCH5H2R3/ref=sr_1_9?qid=1694094791&s=electronics&sr=1-9","$24.99","$29.99","4.7 out of 5 stars","","1","-17%","19,711 ratings","B0BCH5H2R3","Brand: Roku","Roku Express 2022","Amazon.com","China","Roku","Visit the Store","https://www.amazon.com/stores/page/2F63115C-2E7B-4FC8-8FEF-07AF3AEEE8DE?store_ref=storeRecs_dp_aplus","In Stock","B0BCH5H2R3","1.1 ounces"
"1694095435-89","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Duracell Coppertop AA Batteries with Power Boost Ingredients, 20 Count Pack Double A Battery with Long-lasting Power, Alkaline AA Battery for Household and Office Devices","https://www.amazon.com/Coppertop-Batteries-Ingredients-Long-lasting-Household/dp/B002UXRXEG/ref=sr_1_8?qid=1694094791&s=electronics&sr=1-8","$14.80","$20.99","4.8 out of 5 stars","","1","-29%","47,502 ratings","B002UXRXEG","DURACELL","","Amazon.com","USA","Duracell Distributing, Inc","Visit the DURACELL Store","https://www.amazon.com/stores/Duracell/page/38DFE378-654B-430E-8C52-79BF261ED7DD?ref_=ast_bln","In Stock","B002UXRXEG",""
"1694095442-90","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Roku Streaming Stick 4K | Portable Roku Streaming Device 4K/HDR/Dolby Vision, Roku Voice Remote, Free & Live TV","https://www.amazon.com/Roku-Streaming-Device-Vision-Controls/dp/B09BKCDXZC/ref=sr_1_7?qid=1694094791&s=electronics&sr=1-7","$39.99","$49.99","4.7 out of 5 stars","","1","-20%","62,875 ratings","B09BKCDXZC","Brand: Roku","Roku Streaming Stick 4K","Amazon.com","Vietnam","Roku","Visit the Store","https://www.amazon.com/stores/page/2F63115C-2E7B-4FC8-8FEF-07AF3AEEE8DE?store_ref=storeRecs_dp_aplus","In Stock","B09BKCDXZC","0.9 ounces"
"1694095448-91","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Texas Instruments TI-84 Plus Graphics Calculator, Black","https://www.amazon.com/Texas-Instruments-TI-84-Graphics-Calculator/dp/B0001EMM0G/ref=sr_1_6?qid=1694094791&s=electronics&sr=1-6","$96.00","$150.00","4.7 out of 5 stars","","1","-36%","16,398 ratings","B0001EMM0G","Brand: Texas Instruments","‎84PL/TBL/1L1/H","Amazon.com","","‎Texas Instruments","","","In Stock","","‎10.2 ounces"
"1694095454-92","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Energizer AA Batteries, Double A Long-Lasting Alkaline Power Batteries, 32 Count (Pack of 1)","https://www.amazon.com/Energizer-Batteries-Double-Long-Lasting-Alkaline/dp/B09RTVD1GF/ref=sr_1_5?qid=1694094791&s=electronics&sr=1-5","$14.67","$19.98","4.8 out of 5 stars","","1","-27%","24,320 ratings","B09RTVD1GF","Energizer","","Amazon.com","Indonesia","Energizer","Visit the Energizer Store","https://www.amazon.com/stores/Energizer/page/6E914E3E-68DD-451F-A0C8-F8295C73A8D6?ref_=ast_bln","In Stock","",""
"1694095461-93","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Texas Instruments TI-30XIIS Scientific Calculator, Black with Blue Accents","https://www.amazon.com/Texas-Instruments-Scientific-Calculator-Accents/dp/B00000JBNX/ref=sr_1_4?qid=1694094791&s=electronics&sr=1-4","$9.88","$21.95","4.7 out of 5 stars","Best Seller","1","-55%","38,454 ratings","B00000JBNX","Brand: Texas Instruments","30XIIS/TBL/1L1/BK","Amazon.com","Philippines","Texas Instruments","","","In Stock","B00000JBNX","4.8 ounces"
"1694095467-94","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Amazon Basics 36-Pack AAA Alkaline High-Performance Batteries, 1.5 Volt, 10-Year Shelf Life","https://www.amazon.com/AmazonBasics-Performance-Alkaline-Batteries-Count/dp/B00LH3DMUO/ref=sr_1_3?qid=1694094791&s=electronics&sr=1-3","$13.01","$13.69","4.7 out of 5 stars","Best Seller","1","-5%","669,227 ratings","B00LH3DMUO","Amazon Basics","","Amazon.com","China","Amazon","Visit the Amazon Basics Store","https://www.amazon.com/stores/AmazonBasics/page/947C6949-CF8E-4BD3-914A-B411DD3E4433?ref_=ast_bln","In Stock","B00LH3DMUO",""
"1694095474-95","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Amazon Basics 48-Pack AA Alkaline High-Performance Batteries, 1.5 Volt, 10-Year Shelf Life","https://www.amazon.com/AmazonBasics-Performance-Alkaline-Batteries-Count/dp/B00MNV8E0C/ref=sr_1_2?qid=1694094791&s=electronics&sr=1-2","$15.36","","4.7 out of 5 stars","Best Seller","1","","693,470 ratings","B00MNV8E0C","Amazon Basics","Battery Sizes","Amazon.com","China","Amazon","Visit the Amazon Basics Store","https://www.amazon.com/stores/AmazonBasics/page/947C6949-CF8E-4BD3-914A-B411DD3E4433?ref_=ast_bln","In Stock","B00MNV8E0C",""
"1694095481-96","https://www.amazon.com/s?rh=n%3A16225009011&fs=true&ref=lp_16225009011_sar","Texas Instruments TI-84 Plus CE Color Graphing Calculator, Black 7.5 Inch","https://www.amazon.com/Texas-Instruments-TI-84-Graphing-Calculator/dp/B00TFYYWQA/ref=sr_1_1?qid=1694094791&s=electronics&sr=1-1","$109.99","$150.00","4.8 out of 5 stars","","1","-27%","41,358 ratings","B00TFYYWQA","Brand: Texas Instruments","84PLCE/TBL/1L1/AH","Amazon.com","Philippines","Texas Instruments","","","In Stock","B00TFYYWQA","7 ounces"
